id,text,emotions
61774,i feel whiney i didnt want to ever tell people that crap its all over,sadness
105550,i will even feel highly disturbed because i am not sad enough in the missing of husband,sadness
59772,i feel relieved with that thought,joy
2650,i also feel greedy and ashamed,anger
46379,i very much enjoyed the build up and the air of suspense and confusion throughout but i cant help but feel dissatisfied by the ending,anger
53812,im feeling rather cranky today whether its from lack of sleep of horrible allergies im not sure,anger
11669,i don t feel insulted at all it s more like feeling proud actually,anger
124092,i will feel comfortable handing it over to an editor,joy
74935,i just feel like im a worthless piece of shit three or four times a week,sadness
23239,i love mozart and pink floyd and sondheim more than irving berlin or j lo or beethoven who is complex but everything feels supportive beneath one main melody,love
21328,i don t mean in the middle of the night in a moment of feeling very low but during the day consciously weighing the pros and cons,sadness
3262,i always feel more intelligent walking out of that class than when i entered,joy
120296,ive found myself even feeling very hopeless lately,sadness
26629,i still feel the gentle firmness of his fingers on my jaw the jaw revealing my stubborn will and i realize those same hands are the ones that worked the wood into beauty that touched the leper to make ugly skin beautiful that were pierced with nails to make my life beautiful,love
17600,i feel overwhelmed and weepy and filled with this nameless longing when i read that,fear
21583,i feel that those countries who killed and tortured us are now benefiting by all the tourism money that they are making,fear
37347,i know i m not alone in feeling deeply and horribly wronged outraged hurt scared and utterly defenseless,anger
51974,i feel so discouraged this morning and was not in a good place to be handling peyton,sadness
72085,i have that sinking feeling i m getting just a bit depressed or i know it i just want to get up in the morning,sadness
11710,i am super excited and am only on day but am already feeling so much more creative and productive,joy
44744,i think about it i feel violent,anger
26987,i feel so grouchy a class post count link href http adventuresofjkl,anger
125509,i wonder if anyone is even looking at my materials but now im feeling reassured and energized,joy
11505,i still don t feel very funny,surprise
55938,im still feeling a bit grouchy,anger
9690,i feel id be passionate to invest my time into not to mention i enjoy writing as it is,love
85596,i realised i have actually allowed so many people to do that to me and admit my unworthiness of not being competent or intelligent enough just to avoid them from feeling awkward when i know part of the technicalities of their subject,sadness
111950,i think it helped make their new room here feel special,joy
46164,im scheduled to do my run today but i feel shaky and lethargic,fear
83035,i have a feeling that was because we opted to shoot more photojournalistically and completely prop free which is a personal fave of mine,joy
83443,i have a little extra interest in this right now because i m feeling like my husband and i are in a vital parenting stage with our year old but there are several parenting books that i m itching to read,joy
45967,i feel like i didnt need to grasp onto something comfortable that i was capable of trying something new,joy
14001,i cant help feeling sorry for him,sadness
58974,i feel really relaxed about my gift giving,joy
120938,ive said i really feel feel as remorseful as ever although how long it had happened and whether im forgiven or not,sadness
75374,i feel when i am thrilled with my hair i have an extra bounce in my step and i don t worry about my outfit and make up as much,joy
51307,i feel like there are people who have given a lot to me and i wasn t appreciative of them,joy
50925,i would feel very offended when i see people like these around,anger
7970,i am not sure what i feel about the ludicrous pleb gate or gate gate or toff gate affair when a government minister lost his rag with a policeman and started hurling abuse in his general direction allegedly calling him amongst other things a pleb,sadness
55780,i feel particularly ecstatic,joy
7632,i get aggravated because we are running late for school and she wants to change her pants because they feel funny or when she begs me for weeks to take her to chuck e,surprise
14956,i can feel it looked more charming than,joy
76497,i keep feeling more miserable as days go on,sadness
37523,i took this first demo with a pinch of salt as it was only a quick job i was already feeling suspicious,fear
33831,im still feeling so much movement and still loving it,love
26185,i dont know what should i say to myself because i feel that i am super realistic,joy
15461,i can flip the pieces up to double the height which will be necessary quickly since she will be feeling adventurous and try to hop out in a day or two,joy
10649,i didnt sleep as much as id hoped and im feeling kinda grumpy and annoyed,anger
1953,i always feel uncertain even if people keep assuring me already,fear
3990,i am feeling cold an electric heater throws welcome heat on my face i cross my arms as if in embrace the shivering stops i feel empty,anger
72487,i feel tremendously honoured that so many people drop by to read my thoughts and views,joy
76391,i just was never told these things and feel i went through many a suffering hour errr days weeks because of it,sadness
42488,i would just feel weird about that,fear
14862,i feel intimidated by the whole thing right now just learning the ropes in this field but see the awesome potencial for earnings and eduation to all in the fitness and health field thanks for you real honesty and intelligence when sharing,fear
27441,i have to admit is the only time i feel a bit shaky,fear
33801,i have achieved very little but somehow for a change do not feel that bothered by that indismissable fact,anger
4045,i feel fully acclimatized and i was curious to see if i would feel a difference running at this altitude m ft,surprise
97128,i love the grapefruit macaron portrait because i feel it gives you the feeing of something sweet but with a terrible after taste like grapefruit and just like macaron at first it just looks like a pretty cookie but it is much more complex than that,joy
120340,ive gone through phases of feeling disappointed that i dont have many followers to glad that ive recorded my thoughts and feelings so regularly so my children and i can go back and remember,sadness
32215,i feel especially lonely,sadness
39031,i feel like a terrible person i feel like i am not generally who i am tonight,sadness
89917,i sometimes forget to use my dentures or feel resigned when i put them in my mouth every day,sadness
66419,i feel that al gore is sincere in his beliefs but he is wasting his time,joy
126512,i would never say that catholics must immediately give up on scouting i have a feeling that it wont be very long before it will be harder to be accepted into scouting if you are openly catholic than if you are openly gay,joy
11439,i do want kalani to have a brother or a sister to grow up with and i feel so mad and helpless thats it i feel totally helpless because i just,anger
14320,i feel romantic with the male species,love
70227,i feel the feeling but i am still not convinced it is the way to go,joy
97647,i loved feeling festive all day,joy
45317,i feel like theyre going to try to say that we broke it though and charge us for a new one,sadness
52715,im feeling are selfish because i know people have it worse than me but i cant control them,anger
31745,i go more than a couple of days without putting in book time i start feeling cranky restless withdrawal symptoms,anger
46888,i feel more than inadequate,sadness
6612,i cant articulate how im feeling because words cant describe the fear i feel for my own child and her safety in this world that is so uncertain,fear
119882,i was feeling pretty glad about them,joy
40010,i was feeling so shy and there were other people,fear
117794,im sure that is what got us through the first few days of pain exhaustion and feeling helpless and discouraged,sadness
74845,i just feel like a pathetic exhibitionist,sadness
52323,i feel like we dont even communicate anymore and i will be delighted to share details of our trip once i am not completely traumatized from the flight home,joy
14551,im starting to get worried and just feel strange in my own skin,surprise
8066,i feel as though i need a topic to write about on here because i hate neglecting my beloved little blog,love
18079,i felt slightly self conscious about having such intense feelings of longing for someone i barely know,love
16773,i depends my day with those fckin exam thats the only way to keeps myself from feeling lonely,sadness
100789,i never use a recipe if i feel its going to fail which naturally saves me time and precious ingredients,joy
12560,i can post questions or comments and then schedule them while we are away so that my fans are not feeling ignored,sadness
89014,i hope you are well content and feeling creative,joy
41176,i wasnt entirely sure that i was ready for that having just come from a wonderful time with my family and still feeling pretty unsure about my ability to do my job well but you know what,fear
12644,i can ride for six or seven hours and not feel like beaten up,sadness
461,i also tend to gravitate away from male narrated novels because as a female i feel like i cant relate but that didnt deter me away from these gentle wounds,love
9804,i am most thankful for the people in my inner circle my friends and family mean the world to me and i feel so blessed to have so many beautiful souls in my life,joy
23106,i love being able to publish online but sometimes i cant help but feel that ache and longing for handwritten things and pleasures of a simpler time,love
19106,i feel irritable when i think about the impending fights and arguments i will have at our local mall with my three darling opinionated children over what i will buy and what i wont buy,anger
19356,i do have my june measurements and i have to say im a bit surprised ive been feeling so discouraged,sadness
9249,i am honored beyond words by their gratitude and thrilled every day of my life to have helped women shift their feelings about themselves toward the positive,joy
33974,i feel convinced therefore that in this portion also of scripture if it were intended to foretell a resurrection of the saints distinct from that of the ungodly more explicit information would be given concerning the former than concerning the latter,joy
17574,i feel grouchy at one point then it changes to a panic then to having this feeling like someone or something is after me,anger
110894,im feeling a bit depressed also,sadness
45190,i feel like there needs to be a disclaimer that i am in no way romanticising the shitty aspects of this pairing okay it is fucked up beyond belief summary castiel holds the world in the palm of his hand,sadness
82049,i mean the good thing is i am never feeling deprived or hungry during the day except at night,sadness
18641,i discovered it i was feeling disturbed and confused already because of the movie but then this news meant i was also depressed so i shouldve joined the girls in having some shots but i just went with the more tame option of a glass of wine,sadness
83703,i no longer live alone but tonight i feel very alone amp quite insecure,sadness
22612,i learned over time to ask myself i hope i can spare you the experience of feeling the need to apologize to our beloved plants as i have had and afford you the opportunity to get another layer of medicine from the green world,love
71761,i have reactions some days when i feel absolutely unplugged to my heart races to being lethargic and all i want to do is sleep but i can not as i have to try and get some money to live,sadness
56361,i feel stupid putting it on the internet but as this is a blog documenting a journey through life i thought i might as well put it up here,sadness
38565,i listened to it my mind would clear and i would feel a little less agitated that i had beforehand,anger
63767,i found myself feeling uncharacteristically disturbed,sadness
36340,i feel inadequate in almost every way possible,sadness
36980,i kind of feel like its a topic i almost shouldnt blog about because some peta type people are so violent about it and i wouldnt want to be targeted or anything,anger
110027,im afraid of getting hurt again i feel that if i get hurt again i wont be able to pick myself up again,sadness
6667,i am feeling more determined this week i was doing so well and im not going to let my self go back into hating my self i am going back to the docters about my depression and panic attacks so hopefully they can help,joy
20275,i feel like a mad douche because i lived the wrong way at that school out of fear of losing my individuality,anger
60463,i feel safety during the change is also important and users must be educated well during the process,joy
122995,i wasnt feeling very well so i just stood aside amp let people fall,joy
111541,im feeling abysmally dull,sadness
40072,i feel i sailed a clever race and im proud of my tactical choices and my boat handling,joy
13426,i can view them as the same not one better than the other then i can live by my actions and the results they have yielded without feeling i have missed something without feeling regret for what i did not do or say or experience,sadness
80393,i guess overall i feel cautiously hopeful,joy
5702,i am feeling creative i am not near my computer then when i am in my little room i am uninspired,joy
89018,i should feel shamed that my mama is angry but i love hearing youre on the drink,sadness
28503,i want to be respected but i want them to feel loyal to me because they know i will have their back,love
132909,im feeling rather smug that ive acquired enough knowledge to call myself a true gardener she said i learn some new things that make me realize how little i really know,joy
55185,im not feeling bitter today,anger
11541,i still feel a little weird calling the ceo of my company bob but relented after he corrected me repeatedly,surprise
16228,i feel that the pillars supporting this debarkle are much more interesting and highly relevant to another issue that i wish to poke at later on,love
8694,i am so so so so so so so so so so sorry that i ever made you feel unimportant or unappreciated,sadness
11012,i feel like i dont believe in love anymore and im not talking about romantic love i dont think i want any such thing anyway,love
116245,i want to create a space where all who enter feel welcomed with the warmth and love of christ,joy
24905,i gotta say im feeling nervous and excited,fear
11397,i feel a little shy about sharing these pictures from the hospital they almost seem a little too special and personal but i never want to forget that day,fear
40539,i was nauseous and feeling shaky,fear
88278,i hide away my feeling never think of it and always considerate you,joy
50458,i woke up feeling very very cold and that was my first seizure,anger
35491,i feel i feel like all my hope in life is for nothing and that we are doomed to be laughed at behind our backs or have people shake their heads in disbelief and disappointment,sadness
81808,i mean gosh we live five minutes away from each other but sometimes i feel like i am in a distance relationship lame,sadness
17336,i cant i feel so blessed and happy to have such awesome and sweet friends all around the world whore,joy
33576,i sat in the car crying holding my other pieces of mail and feeling overwhelmed,fear
104987,i remember feeling so pleased so proud of myself what ive achieved and who ive become,joy
97606,i love you sincerely and feel thankful for it,joy
84478,i only is feel so stress n feel unhappy the test is really so stress so i write at here to express my feelings,sadness
58892,i feel really positive and excited about all my r choices so i would without a doubt accept an offer,joy
2220,i am anemic i am sooo tired and lightheaded and get the spaced out feeling but when i am out with it i have anxiety attacks because i am terrified of passing out,fear
74846,i feel virtuous a href http twitter,joy
95702,i thought of my peers lacking of a few months or a year to vote feeling hopeless as they watch the news and with every click of the refresh button last night,sadness
28595,i just feel very reluctant to go back to aberdeen,fear
15865,i feel that im in your heart and you know im worry and caring about you wherever you go unless im following you beside p i really like it when baby text me in sometime that i never thought u will,love
81886,i had to wait this long for the appointment i am now wondering what the point might be since i feel fine,joy
20499,i don t feel depressed because i m missing out on all my american traditions or commodities,sadness
31512,i feel assured that god will provide for and guide my family each and every day,joy
131554,im feeling mellow i would probably listen to pink floyds animals or the wall two of my most favorite albums,joy
11042,i say i feel amazed humbled and awesome,surprise
36707,i feel is n being ignored,sadness
45715,i took a minute to appreciate the trees around me and the calming energy that they gave me at a time when i was feeling a little bit irritable,anger
11492,i don t feel mega rushed,anger
84611,i have begun to feel very lucky while i am at the farm,joy
23917,i find god s presence if i feel scared lonely sad but i feel his presence most when im happy because it is like i m rewarded by god and i feel really thankful,fear
28763,i feel that though i can tend to be a greedy person i am capable of overcoming this tendency much easier than others,anger
6080,i am stuck in a traffic jam instead of feeling irritated at the slow drive why dont i just relax and enjoy the drive home,anger
32459,i feel but im really eager to see the movie,joy
128230,im a certified personal trainer feel free to take advantage and ask me fitness related questions if you like,joy
52882,i feel lucky that i didn t jump straight to hypothermia and was able to carry on with the race,joy
54206,i feel more safe in my community now and i feel protected,joy
33459,i have a feeling im going to be annoyed by him far more often than im entertained by him,anger
27231,i feel so jealous seeing them balik kampung,anger
98734,i want you to grow up in a happy and cheerful home where people wont make you feel burdened for other peoples mood swings,sadness
40513,i feel if you are sincere towards your music it just finds its way into peoples hearts said ali,joy
33885,i feel heartbroken and disgusted with myself,sadness
46836,ive always wondered what it would be feel like to get hit by one of the exiting cars on a day that you feel frantic upset due to family problems,fear
45262,im feeling wimpy aka crying i can call her and she comforts me because she is that trustworthy,fear
47145,i was all over the place mentally and feeling really quite irritable anxious and tormented,anger
82197,i hate rap and i hate the fact that advertisers feel the need to make commericals for people who they feel arent intelligent enough to speak and understand english,joy
119208,ive been feeling lonely the last two months and i feel like i used to feel which is not good,sadness
24665,i feel petty towards you and you wont even see this probably,anger
21064,i helped out the three phase guys with taking back their rental car and laura was feeling a bit delicate from the night before,love
120181,ive done for the last couple of weeks i feel that things have gotten pretty dull and sadly ive completely neglected pretty much everything this break that wasnt about that lettuce stacking chips gettin bread making cheese or bringing home the bacon basically ive become obese over the break,sadness
48198,i feel pathetic for feeling this way for being me i dont deserve a life,sadness
88475,i honestly thought impossible at this point i feel pretty,joy
41360,i feel invigorated to get back home and keep going on my journey to a healthier lifestyle,joy
93035,i suppose i just feel being completely alone is better than being surrounded by friends who arent here for me,sadness
121857,i was rusty but i feel like i flowed ok for most of it,joy
41015,i feel inspired to make some of the christmas presents im giving away,joy
40011,i feel like i ve been neglectful,sadness
71949,i feel this way why can t just be that girl that s happy with what she got in her life and lives in the moment not for the future,joy
17419,i feel very horny i could go on two successive orgasms,love
28142,i feel that bringing up a hateful subject would be cruel to the student who would start hating the messenger,anger
4636,i am feeling really distracted recently,anger
26341,i have anxiety too and sometimes get panic attack feelings and they say to just let the anxious feeling pass through you problem is sometimes i don t know how to do that,fear
126494,i would never be able to feel like i do today buoied up by sense of peace and calm that can only come through hope,joy
102151,i picture myself throwing my arms up in exultation looking and feeling thrilled and awesome tucking one more success under my proverbial belt,joy
10872,i feel like i am not a very faithful friend son brother uncle co worker or church member,love
14097,i feel aggravated when the thought of one comes to mind however again i can do little in regards to such,anger
808,when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures,fear
9540,i feel i liked it,love
40302,i was going to send it back by ship but im feeling reluctant now becuase i dont want customs handling it where i cant see them,fear
6410,i apologize to anyone who feels insulted by my inner eye s vision of beauty,anger
14375,i cannot even begin to express in words the depth of sorrow that i feel having not posted any of my ludicrous rants over the passed days,sadness
782,when i flew from athens to copenhagen after a holiday the plane was caught in a storm and it began to shake and i thouhght that we were going to crash,fear
11241,i do not feel like writing a grouchy blog,anger
64054,i get a little down about it because it feels hopeless at times and i always get a lot of anxiety when i am not sure what is next but i try to remember that what is meant to be will be and i will find where i fit when i least expect it,sadness
21543,i don t understand why sitcoms feel the need to go out with a weepy episode,sadness
124064,i will feel a cool breeze come over me like i did almost on a nightly basis in the hospital before you died,joy
17240,i cant help but feel smug because honestly im not the one at fault here,joy
63699,i feel so privileged to have spent so much time with him,joy
10378,i feel like a single parent sometimes who has a roommate who is fond of the baby,love
56203,im tired of feeling grouchy over so many things that are happening around me,anger
2470,i also made me feel a little regretful while i was waiting for her,sadness
2586,i also cant sleep because all my life feels totally totally fucked and it makes no sense at all on one level i am sober and therefore all should be well but i have been living in so much self centered self willed thought and action and iam in such a world of pain right now,anger
30968,i mean the men and i think they all feel a need to take part so they dont look wimpy,fear
84503,i only see online has been grappling with feelings of loss and need in her own life a submissive side to her thats not being fed at all,sadness
45292,im finding that since ive been trying to manifest some of these practices as a general whole i feel less fearful,fear
73353,i highly recommend a late night walk with a good friend to anyone who needs a spot of cheerin or if youre feeling listless or whatnot peace out,sadness
87537,i have too many expectations and thats probably why i feel so dissastisfied with popular novels,joy
4036,i feel for those who were surprised by her answer,surprise
7790,i can sit next to the patio windows if i feel like it and not be bothered by the glare of harsh sunlight,anger
42303,i see a westerner and a local happily chatting to each other in mandarin and i feel rather rude that i m unable to do the same after being here for so long,anger
115269,i very well could have made this entry one that you dont have access to but i feel trusting today for no apparent reason,joy
134863,im home from the beach im feeling the need to be productive,joy
20701,i did it again this time reaching so feeling all smug and satisfied i left it there for a while only to come back to it a few weeks later,joy
29283,i feel about these divisions is that they are fine as long as they are there to facilitate life for one and all,joy
39649,i must not really let this spoil my mood but it did give me cause to think a little and feel irritated,anger
80272,i live for years but i feel i have lived in vain i am stronger than when i was not much other people seem to have succeeded only i was nothing though i carefully to be successful maybe i did not fail like the others but i think just jealous,sadness
34372,i feel homesick for the easy life,sadness
14005,im feeling less than impressed by at this point in time,surprise
3021,i feel a lil dazed actually,surprise
107498,i work this weekend and i m heading into it feeling a little bit defeated,sadness
93094,i know that at first it may seem uncomfortable but i feel like this is a worthwhile goal to accomplish in the upcoming year,joy
2732,i basically wrote this for my future self i m feeling generous and think like i should just give the guy a break and list all the queries,love
68957,i have a good feeling about today even though i broke curfew by like minutes last night i still have a good feeling about today,sadness
125753,i worked very hard for and i feel passionate about the cause that i work for,joy
122503,i was walking home after work and i was feeling extremely joyful i had a kick out of the accomplishments at work this week the deliverables that i finished on time and with good quality,joy
18849,i feel restless and quite bored,fear
30986,i feel as though canadians are coming complacent with the workings of our country because of how well weve fared in the recession,joy
27159,i think because she doesnt feel it and also because she knows she will be petted and admired and given a special only her treat for being good,love
10539,i end up feeling more insecure about my body and every fucking minute i spend trying to look ok while running on that treadmill,fear
91099,i started to feel awkward another sexy french guy came and stood in the doorway also about my age and also a relative of the baby by the way he was behaving,sadness
36401,i feel fine live in germany remastered,joy
6142,i am feeling good,joy
113658,i told him how i was feeling and he told me to hold on that in literally two weeks well be able to go to the mountains,joy
38465,i like the way you say i pissed you off but yet you annoy the fuck out of me and i feel like going on a violent rampage,anger
42723,i feel it when i dance the ladies i dance with feel it also a joyful three minute hug to the strains of disarli d arienzo or tantori,joy
65039,i feel strangely invigorated by this prospect,joy
1130,i am with me possibly screwing up the landlord thing big time due to the isolating cutting off all ties thing i m doing feeling overwhelmed with all that stuff written since pm very much real,surprise
118250,i was busting my ass to break so to run a now and still feel energetic,joy
111350,i think becoming a part of the english department was a fantastic idea i feel a little more intelligent every time i go to my classes and it challenges my mind in a different way than my music classes do which is lovely,joy
94228,i think i had a list of resolutions that i came up with at the beginning of the year but im feeling too worthless to try and find them,sadness
58958,i feel this unpleasant tightness in my chest that wasnt there minutes ago,sadness
43637,im feeling a bit tortured today,fear
45975,i try to give as much as i can to make people happy and satisfied but in turn sometimes i feel dissatisfied because sometimes i feel like people dont try to do the same for me,anger
30709,i feel as if i can make it the next year until i get those precious five weeks all over again,joy
86201,i have only seen chungking express yet i feel like the director would make a faithful film adaptation in terms of not only the story but the concepts and themes,joy
60356,i feel safe now,joy
52786,im feeling bitter citrusy hop taste on the very back of my tongue and not much else,anger
10922,i bet that he feels like he was assaulted by a beautiful woman,sadness
772,when i dream of anything terrifying i used to have fear for the rest of the day that the dream might come true eg,fear
85586,i have made some progress with it but i have a strong feeling it might just be next years motto as well,joy
120970,i was having a normal day and i didnt feel well which is completely normal for me because it was the day after i take mtx,joy
98765,i wanted her to feel the love and freedom with me which she was deprived off at her home,sadness
5204,i am feeling a little brave and try to make a bread for the first time,joy
93765,i know when you think of the name buck you think of a biker who has urine on his pants or your fishing buddy who doesn t say to much but that s because he is secretly smarter than you and he doesn t want you to feel like a moron by saying something intelligent,joy
98960,i met over years ago at a national writing convention when neither of us could figure out how to assemble our nametags and i always feel that befriending her there was the most valuable thing i garnered from that conference,joy
127735,ill be happy with a a select handful of well made classically beautiful items that make me feel fabulous,joy
29744,i was irritated because i did not feel sympathetic,love
134117,im feeling very proud of myself for attempting to write a full song on my own,joy
88283,i say pocket i have to add a british accent or i feel lame,sadness
53820,i feel more hopeful than ever,joy
48791,i feel quite disturbed now,sadness
52073,i feel so disturbed and terrified like any other normal citizen,sadness
128797,im beautiful makes me feel like an ornament but if you tell me what you are thinking then i feel valued,joy
44806,im feeling scared and alone,fear
14396,i cannot feel pity or sorry for someone without believing they are lesser than who they really are wtra,sadness
74200,i feel very privileged and lucky with my work set up but much as i love working for myself and from the comfort of my own home there are naturally a couple of downsides particularly no annual leave,joy
9882,i apologized for being that way and the hubs said the he feels really needy now too,sadness
40878,i feel like i have been neglectful in the past and have not given this blog the attention that its needed,sadness
30055,i feel amused now o,joy
8169,i have a feeling even barack obama is surprised by how much he has been able to accomplish in tearing america down in less than six years,surprise
3889,i am a good person or that how i feel is acceptable or somehow normal,joy
2336,i am still feeling extremely sympathetic towards mr laws,love
23092,i feel like telling the fever to go away bt its to stubborn to listen to me,anger
16648,i feel like she was a bit hesitant to give me something too challenging,fear
91070,i just tell them i m not feeling myself and they accept the situation for what it is a night when i m not going to be particularly lively,joy
120379,i was feeling so peaceful i wasnt bothered by the fact that i had to eat shower etc,joy
37804,i know that taking it when i feel a cold coming on is helpful in warding off a cold,anger
19711,i couldnt help but feel happy to see you dressed up,joy
25172,i really feel is huh that horny eh,love
115258,im just feeling sentimental but im so grateful for the gift of family that ive been given even if this side of the family was a late in life gift,sadness
9847,i feel inside he desires to be compassionate but he knows his fate has been assigned that he can only use a sword to kill,love
106039,i will stop feeling heartbroken when i see my unfollows,sadness
99994,i was feeling a little discouraged by this point,sadness
38738,i look when i feel despised,anger
82903,i have a feeling that it will be soon but im trusting him either way on the timing,joy
21833,i dont get to listen to music that much any more but i like franz ferdinand keane ancafe but their fans are a bunch of idiots sorry x i feel like theyre taking the word nyappy in vain how sad is that,sadness
90,at end of school function to celebrate leaving friends who id known for up to years,sadness
33066,i remember feeling slightly intimidated when speaking to a professor a week ago when i had previously only seen him from the balcony in bader theatre,fear
101341,i was feeling pretty groggy and went off to sleep easily and had a good night waking up with much less pain,sadness
51343,i feel like there is a fragment sweet scent hang on my tongue it instantly disappear as if saying i was paranoid,joy
14763,i can feel about this film is cautiously optimistic but again its not lighting my world on fire,joy
30398,i went to bed with the beginnings of a sore throat so when i woke up around am with it still feeling tender i decided to take a look,love
28499,i feel that most people are just rude and arrogant and inconsiderate,anger
33159,i hate myself for feeling grumpy about being pregnant,anger
33391,i have a brain tumor in my left hypothalamus not sure if related but i have been feeling extremely irritable and sad almost like i m going to have an outburst of anger and i have also had problems with speaking today i tried to talk but my words would not come out right,anger
52933,i feel so homesick for ga and my boys the last week or two,sadness
96794,i turned and didnt do anything i feel like a bumn and i i hated it always for everyones birthday we do somethin but on bday i have to plan everything im done dealin with this crap written by a class fn url href http journals,sadness
49192,i feel like it will remain strong because of the quality of the food it is serving,joy
127358,id give them a try for a healthy pub grub appetizer during the super bowl weekend if youre feeling brave,joy
76251,i just try and photograph what i feel none of my ideas have taken shape so far i am a bit unsuccessful as far as ideas are concerned,sadness
47510,i feel like i shouldnt be so happy with my life because surely trouble is just around the corner,joy
36909,i keep waiting to feel enraged or helpless,anger
8694,i am finally back in the game now and it feels wonderful,joy
87085,i have to admit im feeling a lot more hopeful about our food ducation now than i did when i started reading,joy
27223,i have seen him and i am not feeling apprehensive every time the phone rings,fear
116683,im really feeling homesick today as i sit here in fresno and look out at the gray sky and a wet patio and fence,sadness
139067,ive been a few places thus far in my life but i feel super blessed to be living in costa rica because i am interning with the most amazing organization ever thought of young life,joy
35750,i still feel uncomfortable i may give further thought to swapping back to the straight handlebars and add the helper ends for hill climbing,fear
6059,i am still pretty upset about the lack of food and the fact that when i commented on their facebook page their solution in so many words was for me to volunteer next year and police it myself i am feeling less frustrated and already considering running the jester next year,anger
8051,i did not feel scared or sad,fear
99205,i was already feeling drained,sadness
101117,i now cycle upwards of miles per week and i feel amazing for it,joy
39264,i was feeling anxious watching everyone else play so i asked to hit some balls and i did alright,fear
61028,i feel very humiliated angry at myself on those days,sadness
44334,i feel like am putting on silk pijamas on my face and my face looks so radiant happy in the morning,joy
11062,i feel like i have accepted this vessel i have,love
5746,i came to feel absolutely helpless to change the course of my life and the life i was living was so unutterably painful i could not see myself going on,fear
58098,i feel that way too some days just wish that all the pain and suffering were over,sadness
68597,i have a feeling i am going to have nights to myself again like i did in my lonely early s where i had rituals because jamie got a new job where she has to get up at am and thus goes to bed early,sadness
106694,i set up a consultation with a therapist last week and i went to see him today i spoke to him about my general feelings towards things and in the end he reassured me that i did not have atlephobia but instead i had social anxiety which is apparently really common,joy
46661,i feel like i know myself well enough to let you all know that i am a smart girl,joy
87070,i have to admit i feel much more comfortable with the meandering stitch but with practice im sure ill learn to love doing the loops,joy
3353,i am allowing myself to feel frustrated with the roll back in my present plans,anger
118756,i was feeling adventurous but not stupid,joy
32581,im feeling nostalgic here are some pictures of carter over the past year,love
19237,i feel shaken just seeing you,fear
38412,i feel honored to be one of the contributors and petrified because i feel i have to do my best,joy
6260,i am using my time wisely so that i can actually finish without feeling rushed or overwhelmed which was a big problem for me in,anger
10651,i am okay actually thats a lie i feel fantastic i have felt horrible for a few weeks where i had to stop and sit on the ground to breath and now i can breath regularly,joy
34525,i feel dignified especially in mass or at a professional meeting,joy
8929,i completed this story feeling angered at the lack of justice and simply not understanding why frances would go through the trouble of purchasing a grave marker for brodens unmarked grave,anger
76344,i felt i should feel delighted to get to be with my mother and happy that we got to do fun activities previously unheard of on a regular tuesday afternoon,joy
17433,i cant remember to my little mermaid i had a feeling of the carefree beauty in life that gets lost somewhere between the massive piles of homework the budgeting off of finances and eventually the most daunting of choices in life when you become an adult,joy
79188,i know you wont feel a thing even if im heartbroken,sadness
127229,id been energetic and gone on my bike so i went straight past and on into town feeling very virtuous at getting so much exercise,joy
75351,i feel what i m thinking so she can be reassured about what she means to me,joy
117957,im there or not and i feel so unimportant and unloved so it upset me,sadness
103394,i was reading the last chapter feeling a a little morose but when i was on the second to last page everything felt really heavy all of a sudden,sadness
103549,i really did feel valued as an individual not just as another client to be processed,joy
30187,i like that feeling of being unsure of what im feeling its a bit pain but its very good for the soul in occasional doses,fear
34038,ive almost forgotten how to feel anything devoted to sex has dried up in my body,love
46541,i wandered the store feeling irritable and staring for long spells of time at the dizzying options of food before me,anger
13502,i cant believe i thought that having feelings and opinions was bad,sadness
92632,i stood in my closet calling myself fat and feeling ugly i can relate to the need to be kinder to myself,sadness
27240,i have shared this story with thus far and i feel almost bashful sharing it with you,fear
77712,i know i ve done wrong but i feel absolutely humiliated at having to wear a tag as if i am some common criminal,sadness
104574,i received i feel very respected,joy
69357,i have an under active thyroid which means you are hungry all the time have no energy a very low metabolism and once in a while week you feel like you are worthless,sadness
72005,i feel those moments are very precious even to share,joy
34725,i have read before so takda lah feel rushed sangat,anger
3997,i am able because he wants to make the individual who speaks feel that what he has said is to me worthwhile worth understanding and that consequently he is worthwhile for having said it,joy
119748,ive been going to school stuck in my tiny space facing my table pilled with books feeling isolated,sadness
56614,ive been feeling irritable since i restarted the advair,anger
85992,i really don t like this feeling a target blank href http twitter,sadness
22812,i feel very distraught about the season finale,fear
56517,i feel positively about martin jols time at the club and optimistic about the future,joy
10902,i am quite pleased to state that both feel very eager to get back to school after their well traveled summer vacation,joy
76274,i felt as if i was fighting a battle that i was never going to win and i just didnt feel strong enough to attempt to fight it anymore,joy
104374,i really shouldn t though feel smart that is,joy
80120,i liked build fighters but i don t know how i feel about ugly ass wing gundam zero type wings,sadness
181,i almost feel your touch that caress so gentle and soft like angels wishes and memory as it strokes along my spine electing chills beneath my reality,love
69135,i have a slight ok huge temptation to be weary and feel burdened,sadness
102218,i was feeling very crappy and it was going down hill the entire week,sadness
51357,i zone out or i feel agitated and need to leave,anger
27734,i feel so wronged in so many ways,anger
49181,i was sitting here last night feeling all cranky and out of sorts wondering what the hell was wrong with me when i realized of course,anger
92242,i still feel the aching pain inside that spreads through my veins and makes me feel like im withering away,sadness
